doc_type	doc_id	num	date_str	description	url_metadata	lang	article_title	article_body_paragraphs
lk_pmd_press_release	2025-08-26-2025-08-26-2b7d3b	2025-08-26-2b7d3b	2025-08-26	Pre-Budget Discussion of the Ministry of Defence –…	https://pmd.gov.lk/news/pre-budget-discussion-of-the-ministry-of-defence-2026-chaired-by-the-president/	en	Pre-Budget Discussion of the Ministry of Defence – 2026 Chaired by the President	['Sri Lanka’s Defence Forces must become one of the most professional in the world – President', 'President Anura Kumara Dissanayake has emphasised that Sri Lanka’s defence forces must be developed into one of the most professional forces in the world. He instructed officials to ensure that the necessary budgetary allocations are properly channelled to provide the required training and facilities to achieve this goal.', 'The President issued these instructions this morning (26) while participating in the preliminary budget discussion of the Ministry of Defence for the year 2026, held at the Presidential Secretariat.', 'The progress of projects implemented under the budgetary provisions allocated to the Ministry of Defence in 2025 was reviewed at the discussion. Programmes currently being carried out for the Sri Lanka Army, Air Force, Navy, the Civil Security Department and cadet officers were also examined.', 'Special attention was drawn to overseas training opportunities provided to members of the defence forces. Noting that such training is distinct from that offered to officials of other government sectors, the President instructed officials to pay particular attention in this regard.', 'The President further directed that steps be taken to ensure the families of Civil Security Department members who lost their lives during the war are provided with the same compensation currently extended to families of members of other defence services.', 'He also stressed that, as the government already bears a significant cost in maintaining the Sir John Kotelawala Defence University Hospital, its services must be further streamlined and delivered to the public in a more efficient and effective manner.', 'A number of other matters were also discussed, including construction projects related to the Ministry of Defence and welfare measures for members of the defence forces.', 'The discussion was attended by Deputy Minister of Defence Aruna Jayasekara, Secretary to the President Dr Nandika Sanath Kumanayake, Secretary to the Ministry of Finance Dr Harshana Suriyapperuma, Secretary to the Ministry of Defence H. S. Sampath Thuyacontha, Senior Additional Secretaries to the President Russell Aponsu and Kapila Janaka Bandara, the Commanders of the Tri-Forces, officials of institutions under the Ministry of Defence, as well as senior officials of the Ministry of Finance.']
lk_pmd_press_release	2025-08-26-2025-08-26-290d1d	2025-08-26-290d1d	2025-08-26	Meta Digital Government Day Summit	https://pmd.gov.lk/news/meta-digital-government-day-summit/	en	Meta Digital Government Day Summit	['In partnership with the Ministry of Digital Economy and the Information and Communication Technology Agency (ICTA), Meta launched a Digital Government Day program to upskill media secretaries and representatives of state media institutions.', 'This is the first workshop that provided the necessary skills in using digital media such as Facebook, Instagram, WhatsApp and Threads effectively to communicate the digital transformation journey.', 'The sessions were conducted and lead by Kaiya Waddell, Director of Government & Social Impact, APAC Neha Mathur, Partner Manager, Government & Social Impact Dr Priyanka Bhalla, Safety Policy Manager, South Asia Senura Abeywardena, Head of Public Policy, Central Asia, Mongolia, Sri Lanka & Maldives.', 'The discussions focused on several themes:', '* Digital transformation journeys for governments maximising reach and impact.', '* Best practices on community building', '* Engaging citizens through storytelling and best practices on reels and emerging formats', 'Highlighting the government’s commitment to strengthening digital communication, the event was attended by Deputy Minister of Digital Economy Eranga Weeraratne, Consultant at the Ministry of Digital Economy Sumudu Ratnayake and Director of Electronic Media at the President’s Media Division Isuru Anuradha.']
lk_pmd_press_release	2025-08-25-2025-08-25-140d07	2025-08-25-140d07	2025-08-25	Pre-Budget Discussions 2026 for Ministry of Urban Development,…	https://pmd.gov.lk/news/pre-budget-discussions-2026-for-ministry-of-urban-development-construction-and-housing-under-presidents-patronage/	en	Pre-Budget Discussions 2026 for Ministry of Urban Development, Construction and Housing under President’s Patronage	['– President', 'A review of the projects implemented under the 2025 budget allocations for the Ministry of Urban Development, Construction and Housing, along with a pre-budget discussions for 2026, was held today (25) at the Presidential Secretariat under the patronage of President Anura Kumara Dissanayake.', 'The discussions focused on a wide range of sectors including urban and rural housing projects, urban development initiatives, city planning, solid waste management and environmental protection projects, as well as water supply and sanitation projects. The current progress of projects being implemented across all provinces of the country in these areas was also reviewed in detail.', 'Special attention was drawn to the challenges faced in resuming projects that were halted due to the recent economic crisis as well as in sustaining on-going projects. President Dissanayake emphasized the importance of ensuring that projects initiated this year are steered towards achieving their specific targets within the same year. He further pointed out that while the government allocates sufficient provisions to the relevant Ministries, failure to utilize those funds effectively within the stipulated timeframe becomes a serious concern.', 'The President also highlighted the need to give priority to the views and aspirations of local communities when undertaking housing and building construction as well as urban planning projects. He noted that due to ad-hoc construction projects carried out by previous administrations based solely on their preferences, many government buildings across the country remain underutilized or entirely unused today.', 'It was revealed that 18 bridge projects launched in the Hambantota District under the Ministry of Urban Development and Housing have been abandoned mid-construction. As a result, temporary access roads created for these projects have now deteriorated into muddy and hazardous paths, causing severe inconvenience to local residents. In response, the President instructed officials to explore the feasibility of completing the unfinished work.', 'Special attention was also given to the current status of housing projects implemented under Chinese and Indian loan assistance, with officials expressing optimism that the housing schemes related to resettlement in the Northern and Eastern Provinces could be completed within this year.', 'Furthermore, the progress of several major development initiatives was reviewed, including the road development projects connected to the “Homagama Tech City” project, the construction of the Polonnaruwa Administrative Complex and the current status of the “City Branding Project”.', 'The discussion also focused on issues arising in the handover of high-rise housing complexes already allocated to urban communities. President Dissanayake emphasized the importance of renovating and upgrading these housing units before transferring them to beneficiaries, as well as the need to establish a structured mechanism for their long-term maintenance once handed over.', 'In addition, the President highlighted the importance of conducting surveys to assess both the demand and interest of residents in semi-urban areas before initiating new high-rise housing projects.', 'Officials further briefed the President on the legal challenges associated with land acquisition payments and he directed them to prepare practical proposals to address and resolve these issues.', 'The discussion also addressed the establishment of a government-mediated mechanism for citizens who are eligible but have not yet benefited from state housing projects. The President instructed officials to explore the possibility of developing a framework in coordination with banks, with government support, to facilitate the allocation of benefits to these citizens.', 'Additionally, waste management and environmental protection projects were reviewed, including the current status of initiatives aimed at flood and disaster prevention across the country, such as the Veras River Project and the Rainwater Project Kolonnawa.', 'Officials noted that these projects will continue to be implemented with the support of the “Clean Sri Lanka” programme. Discussions also covered pre-disaster preparedness planning, and the status of water supply and sanitation projects currently underway in areas including Jaffna, Greater Colombo, Kandy, Anuradhapura and Kalutara.', 'Discussions were also held on the streamlining of water supply in rural regions through the utilization of water pipelines that were brought in under previous administrations to increase water supply capacity and have been abandoned in various areas. Additionally, the need to modernize institutions under the Ministry of Urban Development, Construction and Housing was emphasized, particularly the importance of establishing advisory services for government-assisted construction projects.', 'The meeting was attended by Minister of Urban Development, Construction and Housing Anura Karunathilaka, Deputy Minister T.B. Sarath, Secretary to the President Dr. Nandika Sanath Kumanayake, Secretary to the Ministry of Finance Dr. Harshana Suriyapperuma, Secretary to the Ministry of Urban Development, Construction and Housing Ranjith Ariyaratne, Senior Economic Advisors to President Duminda Hulangamuwa, Senior Additional Secretary to the President Russell Aponso, as well as officials from institutions under the Ministry of Urban Development, Construction and Housing and senior officers from the Ministry of Finance.']
lk_pmd_press_release	2025-08-24-2025-08-24-482eae	2025-08-24-482eae	2025-08-24	Subject Officers of the Sabaragamuwa Province were briefed…	https://pmd.gov.lk/news/subject-officers-of-the-sabaragamuwa-province-were-briefed-on-the-activities-of-the-presidents-fund/	en	Subject Officers of the Sabaragamuwa Province were briefed on the activities of the President’s Fund	['A special one-day training workshop was held yesterday (23) at the Ratnapura District Secretariat for all subject officers from the divisional secretariats of Sabaragamuwa Province, aimed at strengthening the implementation of the President’s Fund initiatives at the regional level. The workshop was conducted under the patronage of Secretary to the President Dr. Nandika Sanath Kumanayake.', 'With the expansion of the President’s Fund activities to all divisional secretariats, the number of applications received has significantly increased. Consequently, it has become essential to familiarize and train the relevant staff at the divisional secretariats on the newly introduced computer-based online system.', 'Accordingly, yesterday’s session was conducted to brief and train the subject officers handling the President’s Fund in the Ratnapura and Kegalle districts of the Sabaragamuwa Province. This program aims to enhance the number of beneficiaries in the province, provide them with higher-quality services, introduce the newly updated online system and equip the staff with the knowledge and training necessary to deliver faster and more efficient services.', 'The responsibilities and functions of the President’s Fund were explained to the attendees by the Senior Additional Secretary to the President and Secretary of the President’s Fund, Mr. Roshan Gamage, during the session.', 'The senior officials of the President’s Fund provided detailed explanations on the security and usage of the computer system, as well as the complete process for medical allowance applications from submission and approval to the subsequent disbursement of payments.', 'In addition, the challenges faced by the officers and potential solutions were discussed and certificates of participation were awarded to the subject officers in recognition of their involvement.', 'The respective District Secretaries, Provincial Secretaries, subject officers from the Provincial Secretariat offices and the staff of the President’s Fund participated at this event.']
lk_pmd_press_release	2025-08-23-2025-08-23-c9956f	2025-08-23-c9956f	2025-08-23	Outstanding A/L Students in Sabaragamuwa Province Recognized by…	https://pmd.gov.lk/news/outstanding-a-l-students-in-sabaragamuwa-province-recognized-by-the-presidents-fund/	en	Outstanding A/L Students in Sabaragamuwa Province Recognized by the President’s Fund	['The Sabaragamuwa Provincial Program, implemented by the President’s Fund to recognize students who achieved outstanding results at the district level in the 2023/2024 GCE Advanced Level Examination, was held this morning (23) at the Ratnapura District Secretariat Auditorium under the patronage of Speaker Jagath Wickramaratne.', 'A total of 360 students, 10 from each of the six subject streams from the Ratnapura and Kegalle districts, who achieved top results in six subject streams at the 2023 and 2024 G.C.E. Advanced Level Examinations, were each awarded a cash prize of Rs. 100,000 and a certificate of recognition. The President’s Fund allocated Rs. 36 million for this program.', 'Addressing the students, Speaker Jagath Wickramaratne emphasized that the utilization of state resources for the future development of the people is a fundamental responsibility of the government and noted that the President’s Fund is currently fulfilling this responsibility effectively.', 'He further highlighted that the country needs a future generation equipped with knowledge, skills and strong values and expressed that the current government’s new education policies aim to cultivate such a generation.', 'Minister of Buddhasasana, Religious and Cultural Affairs, Dr. Hiniduma Sunil Senevi, also addressed the students, highlighting that the current government, after navigating a challenging journey of broad societal transformation, has introduced an ambitious program of educational reforms. He emphasized that the effective implementation of these reforms will provide the nation’s children with a bright and promising future.', 'Sabaragamuwa Province Governor, Mrs. Champa Janaki Rajaratne and Secretary to the President Dr. Nandika Sanath Kumanayake, also addressed the ceremony.', 'The event was attended by Senior Additional Secretary to the President and the Secretary of the President’s Fund Mr. Roshan Gamage, other senior officials of the President’s Fund, district secretaries, government officers, parents and the students.']
lk_pmd_press_release	2025-08-23-2025-08-23-9899c4	2025-08-23-9899c4	2025-08-23	Monks of Rathanajothi Pirivena Trincomalee and students of…	https://pmd.gov.lk/news/monks-of-rathanajothi-pirivena-trincomalee-and-students-of-sri-gunanananda-junior-school-nakiyadeniya-and-roman-catholic-junior-school-nittambuwa-visit-the-presidential-secretariat/	en	Monks of Rathanajothi Pirivena Trincomalee and students of Sri Gunanananda Junior School, Nakiyadeniya and Roman Catholic Junior School, Nittambuwa, visit the Presidential Secretariat	['Monks of the Rathanajothi Vidyayathana Pirivena, Trincomalee along with students from Sri Gunanananda Junior School in Nakiyadeniya and Roman Catholic Junior School in Nittambuwa, had the opportunity yesterday (22) to participate in the ‘Vision’ programme organized by the Presidential Secretariat.', 'The Presidential Secretariat, the Ministry of Education and the Parliamentary Communication Department jointly implement this programme for school children.', 'Addressing the students, Legal Adviser to the President, Attorney-at-Law J. M. Wijebandara delivered an insightful lecture on the importance of the rule of law, attitude development and the achievements that can be gained through school education.', 'As part of the programme, symbolic gifts of valuable plants were also presented to the schools, highlighting the importance of environmental conservation.', 'The event was attended by Major Nadika Dangolla, Assistant Director of the Tri-Forces Coordination Unit of the Presidential Secretariat, together with the principals, teachers and parents of the participating schools.']
lk_pmd_press_release	2025-08-22-2025-08-22-c51c1d	2025-08-22-c51c1d	2025-08-22	New Diplomatic Heads Meet President	https://pmd.gov.lk/news/new-diplomatic-heads-meet-president/	en	New Diplomatic Heads Meet President	['President Anura Kumara Dissanayake underscored that ambassadors carry the crucial responsibility of strengthening Sri Lanka’s image on the international stage.', 'He made these remarks this afternoon (22) at the Presidential Secretariat during a meeting with newly appointed Heads of Missions.', 'Congratulating the new heads of missions, the President urged them to serve Sri Lankans living abroad fairly and without discrimination, while promptly addressing the issues faced by the expatriate community.', 'Highlighting that Sri Lanka is on a path towards economic stability, the President stressed the importance of understanding the country’s present needs and challenges. He noted that embassies play a pivotal role in generating foreign income through four key areas: investment, exports, tourism and foreign employment.', 'The President further highlighted that all foreign exchange channels, which play a vital role in achieving external stability in the economy, are connected to embassies, and they can significantly contribute to the Sri Lankan economy through these channels. Furthermore, the President stressed the importance of entering into free trade agreements and preferential trade arrangements with foreign nations are a timely priority.', 'The following diplomats called on President Dissanayake:', '• Ms. S.S. Premawardhane – Ambassador – designate of Sri Lanka to Indonesia\n• Ms. C.A.C.I. Colonne – Ambassador – designate of Sri Lanka to Brazil\n• Mr. M.R. Hassen – High Commissioner – designate of Sri Lanka to Maldives\n• Mr. L.R.M.N.P.G.P.B. Kadurugamuwa – Ambassador – designate of Sri Lanka to Türkiye\n• Ms. Ruwanthi Delpitiya – Ambassador – designate of Sri Lanka to Nepal\n• Mr. M.K. Pathmanaathan – Ambassador – designate of Sri Lanka to South Korea\n• Mr. W.A.K.S. De Alwis – Ambassador – designate of Sri Lanka to Oman', 'Also present at the meeting were Dr Nandika Sanath Kumanayake, Secretary to the President; Aruni Ranaraja, Secretary of the Ministry of Foreign Affairs, Foreign Employment and Tourism; and Roshan Gamage, Senior Additional Secretary to the President.']
lk_pmd_press_release	2025-08-22-2025-08-22-9edf31	2025-08-22-9edf31	2025-08-22	Discussion with World Bank Representatives on Sri Lanka…	https://pmd.gov.lk/news/discussion-with-world-bank-representatives-on-sri-lanka-customs-modernisation-programme/	en	Discussion with World Bank Representatives on Sri Lanka Customs Modernisation Programme	['An initial discussion on the Sri Lanka Customs Modernisation Programme was held recently (15) at the Presidential Secretariat under the chairmanship of Secretary to the President, Dr Nandika Sanath Kumanayake, with the participation of representatives from the World Bank and the Revenue Administration Reform and Modernization Bureau.', 'The Revenue Administration Reform and Modernization Bureau was established on the instructions of President Anura Kumara Dissanayake with the aim of ensuring the successful implementation of the Customs modernisation initiative. The World Bank delegation commended this step.', 'The World Bank representatives also expressed their willingness to provide the necessary international institutional support and expert guidance to ensure the success of the programme. In addition, views were exchanged on the revision of the Customs Ordinance.', 'The Inland Revenue Department, Sri Lanka Customs and the Excise Department play a leading role in revenue collection. While operating under state authority, these institutions are also tasked with strengthening the domestic economy. The Revenue Administration Reform and Modernization Bureau has therefore been established to identify the policy and strategic changes required within these institutions and to present reports to the Government accordingly.', 'Among those present were Secretary to the Ministry of Finance, Dr Harshana Suriyapperuma; World Bank Programme Leader, Mr Shabih A. Mohib; Director of the Revenue Administration Reform and Modernization Bureau, Mr W.L.C. Thilakasiri; as well as Customs officials and other representatives.']
lk_pmd_press_release	2025-08-22-2025-08-22-17702f	2025-08-22-17702f	2025-08-22	Pre-Budget Discussions 2026 for Ministry of Plantation and…	https://pmd.gov.lk/news/pre-budget-discussions-2026-for-ministry-of-plantation-and-community-infrastructure-under-presidents-patronage/	en	Pre-Budget Discussions 2026 for Ministry of Plantation and Community Infrastructure under President’s Patronage	['A review of projects implemented under the 2025 budget allocations for the Ministry of Plantation and Community Infrastructure, along with preliminary discussions on the 2026 budget, was held today (22) at the Presidential Secretariat under the patronage of President Anura Kumara Dissanayake.', 'The meeting extensively reviewed the progress of projects implemented in 2025 under the allocations of the Ministry of Plantation and Community Infrastructure by its 29 institutions, while also scrutinizing the challenges encountered and the plans ahead.', 'Emphasizing the importance of developing coconut cultivation, the President instructed officials to identify lands suitable for commercial-scale plantations and promote their development.', 'He further highlighted that priority should be given to increasing the productivity of existing coconut plantations rather than focusing solely on new lands. The President also stressed the need to raise public awareness about existing laws and regulations governing the efficient use of privately-owned coconut estates.', 'The President additionally instructed the preparation of a plan for the proper utilization of underused lands belonging to the Department of Public Trustee.', 'Discussions also covered the progress of estate housing projects, the development of plantation infrastructure, the establishment of smart classrooms in estate schools and community empowerment programmes in plantation sector. The President directed officials to conduct a thorough study of the smart classroom initiative and present a report.', 'Attention was also drawn to research activities related to tea and rubber sectors, as well as efforts to enhance the quality and global competitiveness of Sri Lankan cinnamon products. The President noted the potential for expanding cinnamon cultivation in the Western Province as a means to boost productivity and maximize land use.', 'Highlighting that many industries are currently operating at under-capacity due to the artificially created domestic market, the President emphasized the importance of carrying out a proper assessment and formulating a strategic plan for industrial development in Sri Lanka.', 'The discussion also addressed the identification of overlapping functions within institutions under the Ministry, with instructions to merge relevant entities and dissolve those deemed unnecessary.', 'Further, increasing export income from the plantation sector and meeting desired targets were key points of discussion.', 'The meeting was attended by Minister of Plantation and Community Infrastructure Samantha Viddyarathna, Secretary to the President Dr. Nandika Sanath Kumanayake, Secretary to the Ministry of Finance Dr. Harshana Suriyapperuma, Secretary to the Ministry of Plantation and Community Infrastructure Prabath Chandra Keerthi, Senior Additional Secretary to the President Russell Aponsu, along with officials from institutions under the Ministry of Plantations and Community Infrastructure and a group of senior officials from the Ministry of Finance participated in this event.']
lk_pmd_press_release	2025-08-21-2025-08-21-fb273c	2025-08-21-fb273c	2025-08-21	President’s Fund to Expand Assistance Programmes for Persons…	https://pmd.gov.lk/news/presidents-fund-to-expand-assistance-programmes-for-persons-with-disabilities/	en	President’s Fund to Expand Assistance Programmes for Persons with Disabilities	['A discussion was held this afternoon (21) at the Presidential Secretariat between Secretary to the President, Dr. Nandika Sanath Kumanayake and officials of the National Secretariat for Persons with Disabilities to establish a more structured mechanism for providing assistance to the disabled community.', 'The meeting focused on expanding and systematizing the services provided through the President’s Fund for persons with disabilities, as well as the execution of programmes in partnership with the National Secretariat for Persons with Disabilities.', 'Key areas of attention included increasing medical support allowances, providing essential equipment to empower persons with disabilities, supporting the continuous education of their children and offering special educational assistance to children with disabilities. Secretary to the President Dr. Nandika Sanath Kumanayake emphasized that the President’s Fund will take steps to strengthen and streamline existing services to make them more effective and impactful.', 'The discussion was also attended by Senior Additional Secretary to the President and Secretary to the President’s Fund, Roshan Gamage, Director of the National Secretariat for Persons with Disabilities, Jayamali C. Wickramarachchi, along with several officials of the President’s Fund.']
lk_pmd_press_release	2025-08-21-2025-08-21-b8220c	2025-08-21-b8220c	2025-08-21	President Meets Archbishop and Members of Catholic Bishops’…	https://pmd.gov.lk/news/president-meets-archbishop-and-members-of-catholic-bishops-conference-of-sri-lanka/	en	President Meets Archbishop and Members of Catholic Bishops’ Conference of Sri Lanka	['A meeting was held yesterday morning (20) at the Presidential Secretariat between His Eminence Malcolm Cardinal Ranjith, Archbishop of Colombo, the members of the Catholic Bishops’ Conference of Sri Lanka (CBCSL) and President Anura Kumara Dissanayake.', 'During the meeting, the Cardinal briefed the President on the matters discussed at the tri-annual meeting of the Catholic Bishops.', 'The Cardinal and Bishops also conveyed to the President, the views and proposals currently emerging within the Catholic Church.', 'The Archbishop of Colombo was accompanied by the members of the Catholic Bishops’ Conference of Sri Lanka led by its President Bishop Harold Anthony Perera.']
lk_pmd_press_release	2025-08-21-2025-08-21-8b91ec	2025-08-21-8b91ec	2025-08-21	Students of the Jaffna Education Zone’s Student Parliament…	https://pmd.gov.lk/news/students-of-the-jaffna-education-zones-student-parliament-visit-the-presidential-secretariat/	en	Students of the Jaffna Education Zone’s Student Parliament Visit the Presidential Secretariat	['A group of students from 14 schools representing the Student Parliament of the Jaffna Education Zone, had the opportunity recently to participate in the “Vision” programme organized by the Presidential Secretariat.', 'This programme is jointly implemented by the Presidential Secretariat, the Ministry of Education and the Department of Communication of the Parliament for the benefit of schoolchildren.', 'This also marked the first time that representatives of the Jaffna Education Zone Student Parliament visited the Presidential Secretariat.', 'The Student Parliament initiative contributes to building a culture of dialogue within schools while promoting national reconciliation and coexistence.', 'During the visit, the students were also briefed on the “Clean Sri Lanka” programme and its conceptual significance.', 'In line with this initiative, valuable plants were presented to schools as symbolic gifts highlighting the importance of environmental conservation.', 'Senior Additional Secretary to the President Prasanna Chandith, Assistant Director of the Presidential Secretariat’s Tri-Forces Coordination Unit Major Nadika Dangolla, principals, teachers and parents of the participating schools were also present at the occasion.']
lk_pmd_press_release	2025-08-21-2025-08-21-4a385e	2025-08-21-4a385e	2025-08-21	Environment Pioneers Awarded Presidential Medals	https://pmd.gov.lk/news/environment-pioneers-awarded-presidential-medals/	en	Environment Pioneers Awarded Presidential Medals	['The ‘Environment Pioneer President’s Medal Awarding Ceremony – 2025’ was held this morning (21) at the Bandaranaike Memorial International Conference Hall in Colombo, under the patronage of President Anura Kumara Dissanayake.', 'The event, jointly organised annually by the Central Environmental Authority and the Ministry of Education, recognises and appreciates students with exceptional knowledge of environmental conservation and management by presenting them with Presidential Medals.', 'At this year’s ceremony, the 11th of its kind, 192 Environment Pioneers were awarded Presidential Medals by President Anura Kumara Dissanayake.', 'Teachers who had trained schoolchildren as Environment Pioneers were also felicitated at the occasion.', 'A special commemorative publication prepared for the ‘Environment Pioneer President’s Medal Awards Ceremony – 2025’ was also presented to the President.', 'Addressing the gathering, Minister of Environment Dammika Patabendi stated that today the entire world is facing the adverse consequences of environmental pollution. He noted that the destruction of the environment, which earlier generations did not experience, has been brought about by human activity and it is now the responsibility of everyone to reverse this damage and create a healthier environment for all living beings.', 'The Minister further pointed out that the present government’s policy statement places significant emphasis on environmental protection and has already introduced a number of related programmes. Among them, he highlighted the Clean Sri Lanka initiative, which has now been launched in full force.', 'He stressed that the government, under the leadership of the President, prioritises advancing people’s lives while maintaining a balance between nature and development. The Minister urged all medal recipients to act as strong guardians in this mission, working to ensure that future generations inherit a greener and healthier environment than the one we live in today.', 'The event was also attended by Deputy Minister of Environment Anton Jayakody; Deputy Minister of Education and Higher Education Madhura Seneviratne; Secretary to the Ministry of Environment K.R. Uduwawala; Secretary to the Ministry of Education and Higher Education Nalaka Kaluwewa; Chairman of the Central Environmental Authority Prof. Tilak Hewawasam; its Director General, Padmasiri Moonamale; provincial directors of education; school principals; and other distinguished guests.']
lk_pmd_press_release	2025-08-21-2025-08-21-2adceb	2025-08-21-2adceb	2025-08-21	Presidential Special Investigation Committee Invites Public Complaints, Views…	https://pmd.gov.lk/news/presidential-special-investigation-committee-invites-public-complaints-views-and-proposals-on-irregularities-at-airport-and-aviation-services-sri-lanka-private-limited-and-srilankan-airlines/	en	Presidential Special Investigation Committee Invites Public Complaints, Views and Proposals on Irregularities at Airport and Aviation Services (Sri Lanka) (Private) Limited and SriLankan Airlines	['The Presidential Special Investigation Committee, established to probe into past fraud, corruption and malpractices at Airport and Aviation Services (Sri Lanka) (Private) Limited and SriLankan Airlines, invites complaints, views, and proposals from the public.', 'In accordance with Cabinet Decision No. 25/1145/801/018 dated July 1, 2025, based on the Cabinet Memorandum submitted by President Anura Kumara Dissanayake on June 30, 2025, the Presidential Special Investigation Committee was established to inquire into past incidents of fraud, corruption and irregularities at Airport and Aviation Services (Sri Lanka) (Private) Limited and SriLankan Airlines.', 'Accordingly, the Committee seeks submissions from employees, staff members and the general public concerning issues related to both institutions. Interested individuals and organizations are requested to forward their complaints, views or proposals on or before September 5, 2025, either via email to psicairport@gmail.com or by WhatsApp to 070-3307700. Appointments for discussions will then be scheduled with the Committee.']
lk_pmd_press_release	2025-08-20-2025-08-20-b1d805	2025-08-20-b1d805	2025-08-20	Pre-budget Meeting for the Ministry of Women and…	https://pmd.gov.lk/news/pre-budget-meeting-for-the-ministry-of-women-and-child-affairs-for-2026-held-with-the-president/	en	Pre-budget Meeting for the Ministry of Women and Child Affairs for 2026 held with the President	['“Implement programmes to empower women aimed at eradicating rural poverty.” – The President', 'A pre-budget meeting for the Ministry of Women and Child Affairs for the year 2026 was held this morning (20) at the Presidential Secretariat, presided over by President Anura Kumara Dissanayake.', 'During the meeting, the progress of projects implemented by various institutions under the Ministry of Women and Child Affairs, including the Women’s Bureau of Sri Lanka, National Committee on Women, the National Secretariat for Early Childhood Development, the Department of Probation and Child Care Services and the National Child Protection Authority, using the 2025 budget allocations was reviewed individually.', 'The President emphasised the need for the budget allocations to be properly utilised for the relevant projects within the specified financial year to ensure the public receives the benefits. He also inquired about the Ministry of Women and Child Affairs’ future plans, highlighting its crucial role.', 'The President instructed officials to draft women’s empowerment programmes aimed at eradicating rural poverty. He stressed that the goal of all ministries, including Women and Child Affairs, Fisheries, Agriculture and Industries, should be to lift rural communities out of poverty. He noted the need to integrate not only public and private sectors but also non-governmental organisations and instructed officials to create a systematic framework for this.', 'The President further instructed officials to pay special attention to the safety of children in day-care centres and those who drop out of school, ensuring that not a single child is left behind educationally until they complete their schooling.', 'The discussion also addressed creating a comprehensive strategy to prevent the impact of social media and child abuse on children.', 'The meeting was attended by Minister of Women and Child Affairs Saroja Savithri Paulraj, Deputy Minister of Women and Child Affairs Dr. Namal Sudarshana, Secretary to the President Dr. Nandika Sanath Kumanayake, Secretary to the Ministry of Finance Dr. Harshana Suriyapperuma, Senior Additional Secretaries to the President Russell Aponsu, Kapila Janaka Bandara and Roshan Gamage, as well as senior officials from the Ministry of Finance and the Ministry of Women and Child Affairs.', '']
lk_pmd_press_release	2025-08-20-2025-08-20-805d61	2025-08-20-805d61	2025-08-20	Coastal Leisure Park Development in the North under…	https://pmd.gov.lk/news/coastal-leisure-park-development-in-the-north-under-clean-sri-lanka/	en	Coastal Leisure Park Development in the North under “Clean Sri Lanka”	['The Northern Province programme of the Clean Sri Lanka Coastal Leisure Park Development Project was launched yesterday (19).', 'With the aim of creating a beautiful and clean coastline, enhancing local and foreign tourist attractions and improving recreational facilities, around 43 coastal locations across 14 coastal districts will be developed into small coastal leisure parks under the Clean Sri Lanka initiative. These developments will include small parks, scenic viewing decks and walking paths.', 'Accordingly, under an allocation of Rs. 2.6 million, development work commenced yesterday on the Pungudutivu Velanai coastal park in the Jaffna District, in parallel with the “To Jaffna with Love” programme.', 'A 100-meter-long and 20-meter-wide walking path, will be constructed under this project. In addition, a vehicle park and 26 comfortable benches will be installed. The park’s development commenced yesterday.', 'Simultaneously, the programme will be implemented in 05 more coastal areas in the Northern Province. The project is being implemented by the Coast Conservation and Coastal Resource Management Department, with the Ministry of Environment, the Urban Development Authority, local government institutions, universities and other organisations providing technical support.', 'Once development work is complete, the maintenance of the improved sites will either be entrusted to relevant local authorities or carried out with the participation of small-scale entrepreneurs, related tourism establishments, community-based organisations and interested private organisations.', 'From the outset, a comprehensive media campaign will be launched to enhance public awareness regarding the Clean Sri Lanka programme, emphasising the significance of the project and the necessity for sustainable natural resource utilisation, to improve the quality of public engagement.', 'This programme aims to foster environmentally friendly attitudes among coastal communities and the broader public, elevate the living standards of coastal communities and resource users, and promote economic growth rooted in coastal resources.']
lk_pmd_press_release	2025-08-20-2025-08-20-114766	2025-08-20-114766	2025-08-20	Students from Deltota Karagaskada Central College and Katugastota…	https://pmd.gov.lk/news/students-from-deltota-karagaskada-central-college-and-katugastota-uduwawala-junior-school-visit-the-presidential-secretariat/	en	Students from Deltota Karagaskada Central College and Katugastota Uduwawala Junior School Visit the Presidential Secretariat	['Students from Deltota Karagaskada Central College and Katugastota Uduwawala Junior School in Kandy were given the opportunity to participate in the ‘Vision’ programme, organised by the Presidential Secretariat, yesterday (19).', 'This programme is a joint initiative by the Presidential Secretariat, the Ministry of Education, and Department of Communication of the Parliament, aimed at schoolchildren.', 'Mr. Roshan Gamage, the Senior Additional Secretary to the President, provided an overview of the services offered to the public by the President’s Fund, as well as the scholarships and benefits available to students.', 'Mr. Gamage highlighted that the President’s Fund is prepared to help schoolchildren facing economic hardships build a brighter future without giving up their education. He added that the fund is working to operate at a regional level to expedite these efforts.\nAs part of the programme, valuable saplings were presented to the schools as a gift, symbolising the importance of environmental conservation.', 'Mr. Dharmasiri Gamage, Director General of Public Relations at the Presidential Secretariat, Air Commodore Asiri Gallage, the Director of the Tri-Forces Coordination Unit at the Presidential Secretariat and Major Nadeeka Dangolla, the Assistant Director, also attended the event. The principals, teachers and parents from the schools were also in attendance.']
